company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Other Certificates,Company Website,Booth: 1C-E28   |   Hall of Aurora   |   ,Booth: 3C-C02   |   Commercial Lighting   |   ,Booth: 1C-B02   |   Hall of Aurora   |   ,Booth: 1E-A20   |   Hall of Aurora   |   ,Booth: 1D-D30   |   Hall of Aurora   |   ,Booth: 1E-B14   |   Hall of Aurora   |   ,Booth: 1C-B14   |   Hall of Aurora   |   ,Booth: 1C-E29   |   Hall of Aurora   |   ,Booth: 1D-B15   |   Hall of Aurora   |   ,Booth: 1E-B18   |   Hall of Aurora   |   ,Booth: 3D-E24   |   Residential Lighting   |   ,Booth: 3D-E06   |   Residential Lighting   |   ,Booth: 3C-F18   |   Technical Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3C-E22   |   Commercial Lighting   |   ,Booth: 3C-B16   |   Commercial Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3D-B19   |   Technical Lighting   |   ,Booth: 3D-C20   |   Residential Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3E-F07   |   Lighting Accessories   |   ,Booth: 3E-A04   |   Decorative Lighting   |   
"ZhongShan SafeLine Lighting Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"We are proud to introduce ourselves as a leading OEM&ODM Commercial Lighting Manufacturer. Since our establishment in 2017, we have diligently and steadily worked towards our goals, resulting in remarkable growth and achievements. Over the past two years, our company has experienced rapid development, positioning us as a key player in the industry. Central to our success is our exceptional management team, comprising experts in technology, material control, production, quality, marketing, administration, and finance. Their collective expertise and dedication have propelled our company forward, enabling us to effectively address various aspects of our operations and drive sustainable growth. In addition to our proficient management team, we boast a formidable technical strength and an outstanding testing team. This allows us to consistently deliver products of superior quality and performance. As a result, we have witnessed a substantial increase in market demand for our products. Our customers have warmly embraced our offerings, further solidifying our position in the market.",Manufacturer,"Ceiling Light,Floor Lamp,Spotlight,Downlight,Track Light,LED Lighting,Outdoor Floodlight,Industrial Lighting,Kitchen Lighting,Office Lighting","DOWN LIGHT, MAGNETIC TRACK LIGHT, TRACK LIGHT, PANEL LIGHT, NEW TRAKING MOLD","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZhongShan-SafeLine-Lighting-Co-Ltd-/1S00OZJ7W,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K0O0,,,,,,,,,,,,,,,,,,,,,
"Zhongshan City Fu Ji Lighting Co., Limited",Chinese Mainland    |    Factory in Chinese Mainland,"Establish in 2010 in Zhongshan China, FUJI lighting(GONON) is a high-tech enterprise with LED product design, developing, manufacturing and marketing, covering an area of 30,000 square meters, with more than 400 employees, including an excellent team of sales, R&D after-service. Our products include solar flood light, solar street light, LED flood light, led street light, which are exported to more than 30 countries and regions in the Middle East, Europe, Southeast Asia, assembly, which are equipped with advanced automatic, intelligent and multi-functional testing equipment and testing rooms, we got 20 national patents and 100 certificates for different products, which makes it gain key support and service from the local government. we will continue to provide you better products and service as we always do, Let's create a wonderful future together",Manufacturer,"Outdoor Lighting, LED Street Light / Light Pole, Outdoor Floodlight, Street Light, Architectural Lighting, LED Lighting, Advertising Lighting, High Bay Light, Solar Lights, LED Outdoor Lighting","Solar Flood Light, Solar Street Light, LED Flood Light, LED Street Light, LED High Bay",OEM,GONON,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2015,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GONON-OPTOELECTRONIC-LIGHTING-CO-LTD/1X099MJN,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JZHM,,,,,,,,,,,,,,,,,,,,,
"Zhongshan Dison Lighting Co., Ltd.",Chinese Mainland,"DISON lighting co ., Ltd has been committed to research and design LED modern simple household lighting products, and focus on high-quality standards of the production process. Products exported to more than 50 countries and regions in the world, and by the market all over the favor, brand ""Dison"" has been successfully registered as a national 11 categories of trademarks.",Manufacturer,"Ceiling Light,Table Lamp,Chandelier,Floor Lamp,Indoor Lighting","ZHONGSHAN Dison Lighting Co.,Ltd is established in 2011 on thg lamps,wall lamps, table lamps,floor lamps, commercial downlights,etc. We are acquired ISO9001:2015 , BSCI assessment.Our good price and quality make our customers always satisfied with us","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2016 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-DISON-LIGHTING-CO-LTD/1S00OJBSD,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L4X5,,,,,,,,,,,,,,,,,,,,,
"Minqing Yufa Ceramics and Electronic Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Lighting Accessories & Lamp Parts,Lighting Fixture,Plug Socket,Electrical Wire & Cable,Electrical Cable","Lamp Holder, Switch, Socket, Lighting Materials, Electronic Materials, Metal Product","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Minqing-Yufa-Ceramics-Electronic-Co-Ltd/1X0AKL63,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K9FI,,,,,,,,,,,,,,,,,,,,,
Solar Nation Powertech Enterprises Company Limited,Hong Kong    |    Factory in Chinese Mainland,"21 years rich experience in product designing, developing, manufacturing and marketing has merged us into a market leader in the solar light products. Have distributed quality products to more than 36 countries and regions worldwide, especially in Europe, North America, and South America. Strong R & D department to bring you creative solar light in trends. D & B verified supplier, CE&ROHS qualified products. OEM, ODM services are both provided.",Manufacturer,"Sensor Light, String Light, LED Security Lighting, Solar Lights, Camping Light, LED Outdoor Lighting, LED Garden Light, Solar-Powered Lights, Security Lighting, Christmas Light","Solar Light, Security Light, String Light, Wall Light, Garden Light, Motion Sensor Light, LED Lighting, Wireless Motion Sensor Light, Battery Motion Sensor Light, Night Light, Cabinet Light, Camping Light, OEM&ODM service, Lighting product design","ODM, OEM","GUARDIAN,SHANGRILA,MAYSAK",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2022 (Spring Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Solar-Nation-Powertech-Enterprises-Co-Ltd/1X09Y02Y,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005IYSQ,"CE Issued By - Type - Valid Date (N/A) - (N/A) CE Issued By SGS-CSTC Standards Technical Services Co., Ltd.Guangzhou Branch Type OTHERS Valid Date 14 Dec 2023 - (N/A) Show More",www.hktdc.com/em/solarnation,,,,,,,,,,,,,,,,,,,
"Dongguan City Tianhua Photoelectric Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Decorative Lamp, Chandelier","LED Table Lamp, Decorative Lamp, LED Fixture","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DongGuan-City-TianHua-Photoelectric-Technology-Co-Ltd-/1X075GYQ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K0FR,BSCI Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,
"Highstar (H.K.) Industrial Co., Limited",Hong Kong    |    Factory in Chinese Mainland,"HIGHSTAR, established in 1999, Nowadays HIGHSTAR is one of leading professional manufacturers of LED desk lamps, Lantern speaker, and clock lamp in China. HIGHSTAR has own industrial park, over 7,500 square meters workshop area, and nearly 7 assembly/Production lines. We have our own engineering, quality control, injection, hardware, painting and assembly department. CONTINUOUSLY MAKING INNOVATIONS is our goal and management idea. We keep making innovation/unique products to win the market shares. Our company passed ISO9001:2015, almost all of the products got CE, EMC, GS, FCC, UL, LVD, SA, PSE, VDE Certifications. We have rich experiences for factory audit, we have BSCI certification. We design products ourselves and have a lot of patents! Also, we develop OEM or ODM projects with our clients. Our clients include Miniso, ALDI, LIDL, COSTCO, LOTTE, SAM'S CLUB, PHILIPS and so on.","Service Company, Buying Cooperative, Shopping Mall, Buying Office, Statutory Body, Retailer, Mail Order Co., Wholesaler, Manufacturer, Import Agent, Importer, Distributor, Export Agent, Chain Store, Exporter, Department Store, Trade/Industrial Organisation","Table Lamp, Sensor Light, Floor Lamp","We show LED table lamps, LED lamp with Bluetooth speaker, LED table lamp with wireless charging, LED Floor lamp, Lantern speaker, clock lamp, light bar lamp and so on.","OEM, ODM",HIGHSTAR,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Highstar-HK-Industrial-Co-Ltd/1X00BMVB,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005ICI6,BSCI Issued By TUEV SUD Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,
"Fanxstar Technology Co., Ltd.",Chinese Mainland,"Fanxstar Technology Co., Ltd. was established in 2016. It is China National High-Tech enterprise which specialized in LED lighting products. The headquarter is located in Shenzhen and factories are built in Dongguan and Huizhou, China. We have three brands, namely FANXSTAR, KINOMO and LITOFIS. Fanxstar specializes in waterproof lighting products. Kinomo focuses on emergency lighting products as well as accessories for the lighting industry supply chain. Litofis specializes in office lighting products. The company has passed the ISO9001-2015 quality management system, and the products have abtained UL, ETL, ENEC, TUV, CB, CE, ERP, SAA and other famous certificates.",Exporter,"Ballast,Stage Light,Architectural Lighting,LED Driver,Bulkhead Light,Grow Light,Emergency & Professional Lighting,Hospital Lighting,Industrial Lighting","Fanxstar adheres to the independent R&D and intellectural property management, and owns advanced R&D and testing equipment, and it had mature and stable product development system and owned more than 30 patents in the LED field.","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/FANXSTAR-TECHNOLOGY-CO-LTD/1X0AXFED,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K0Y6,SAA of LED triroof batten A5 Issued By - Type - Valid Date (N/A) - (N/A) CB Issued By TUV Type TÜV_SÜD Valid Date 10 Oct 2024 - (N/A),,,,,,,,,,,,,,,,,,,,
Shenzhen zhongchuang Lighting Technology Limited,Chinese Mainland,"ZhongChuang Lighting is founded with the vision that LED lights need to be an affordable quality product in order to become the new lighting standard for the conscientious consumer. We are proud to offer a line of lighting products best designed for the consumer who values high quality, sustainable lighting solutions for their home and business. We control every facet of the design, development and manufacturing process to ensure you get a quality product you can count on. By choosing ZC brand energy efficient lighting solutions, you start to reduce your carbon footprint and make a difference in your environment today, for a much brighter tomorrow. Our products have a delicate appearance adopting a design concept of simple and beauty. They bring delicate, and luxury feeling to any outdoors space. Our designers team strive to provide aesthetically beautiful products, providing the highest quality and the best value for your money. What we looking for are: continually development, supply high value and high quality products to our clients, let our clients benefit from our cooperation. Welcome to contact us, we look forward to our first cooperation!",Manufacturer,"Searchlight, Outdoor Floodlight, Architectural Lighting, LED Industrial Lighting, Street Light, LED Underground Light, High Mast Light, Outdoor Lighting, Industrial Lighting, LED Tunnel Light, LED Outdoor Lighting","High Bay, LED Linear Bay Light, LED Shoesbox Light","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Zhongchuang-Lighting-Technology-Limited/1X0ADD6R,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JWN7,UL Issued By - Type - Valid Date (N/A) - (N/A),www.zcleds.com,,,,,,,,,,,,,,,,,,,
Creative China Creations Limited,Hong Kong    |    Factory in Chinese Mainland,"Headquartered in Hong Kong and operating manufacturing facilities in Mainland China, has enabled CCC to become a vertically integrated supply chain partner for various multinational companies. CCC's services also include procurement and sourcing, intellectual property guidance, vendor selection, quality control and compliance. Products developed and manufactured by CCC are sold in over 70 countries through various marketers, distributors and retail partners.","Exporter, Trade/Industrial Organisation, Manufacturer","Outdoor Floodlight, Floor Lamp, Lawn Light, Wall Lamp, Table Lamp, Ceiling Light, LED Bulb, Desk & Reading Lamp, Kitchen Lighting, Security Lighting, Sensor Light, Indoor Lighting, LED Lighting, Solar Lights, Pool Light",CCC,Others,CCC,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Creative-China-Creations-Limited/1S00OBK44,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005IQCA,,www.creativechinacreations.com,,,,,,,,,,,,,,,,,,,
"Epower Tech Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Established on August 20, 2017, Epower Tech Co., Ltd. is a high-tech enterprise dedicated to R&D, manufacturing, sales and service of LED emergency products. Our company mainly operates LED emergency lights, emergency exit signs, emergency drive, intelligent lighting and so on.",Exporter,"LED Outdoor Lighting, Emergency & Professional Lighting, Outdoor Lighting, Emergency & Safety Light","Established on August 20, 2017, Epower Tech Co., Ltd. is a high-tech enterprise dedicated to R&D, manufacturing, sales and service of LED emergency products. Our company mainly operates LED emergency lights, emergency exit signs, emergency drive, int",ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC International Sourcing Show 2021 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Epower-Tech-Co-ltd-/1X0AXB7W,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K07F,,www.epowerem.com,,,,,,,,,,,,,,,,,,,
