company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,,HKTDC Events,supplier_url,exhibitor_url,Brand Name,Certificates,Other Certificates,Verified Certificates,Booth: 1A-B02   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-C02   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Company Website,Booth: 1A-B22   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-B12   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1A-E08   |   Connected Lighting Technologies   |   ,Booth: 1B-E08   |   Smart Lighting Products & Solutions   |   Zhongshan,Booth: 1B-D23   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-A05   |   Connected Lighting Technologies   |   Cantonese Business Go Global,Booth: 1B-A15   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-C31   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-F40   |   Smart Lighting Products & Solutions   |   ,Booth: 1B-B18   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1B-C22   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global
"Guangdong Hello Lighting Technology Co., Ltd.",Chinese Mainland,"Guangdong HELLO Lighting Technology Co., LTD., founded in 2016, is a professional manufacturer and exporter of LED panel lights, LED wall lights, LED stand lights, LED floodlights and LED street lights. The company is located in Zhongshan City, Guangdong Province, currently covers an area of 6,000 square meters, the existing employees 100-150 people, annual sales of more than 10 million US dollars, 95% of the current products are exported to the world.",Manufacturer,"Decorative Lamp,Street Light,Indoor Lighting","LED panel lights, LED wall lights, LED stand lights, LED floodlights, LED street lights",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Hello-Lighting-Technology-Co-Ltd/1X0AJPKD,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JIQC,,,,,,,,,,,,,,,,,,
"Guangdong Suncom Power Technology Co., Ltd.",Chinese Mainland,"Founded in 2009, Guangdong Suncom Power is a high-tech LED driver enterprise. It has a 30,000+ sqm industrial park, 300+ employees, and 9 production lines with a monthly capacity of over 1 million units. Holding multiple certifications and with products used in various lighting fields, it also built a CNAS lab and R&D center in 2022.",Exporter,"Industrial Lighting, Smart Architectural Lighting, Lighting Accessories & Lamp Parts","Outdoor LED Driver, used in Industrial Lighting, Street Lighting, Tunnel Lighting, Plant Lighting, Smart Street Lighting, and other Outdoor General Lighting, Etc.","ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Outdoor and Tech Light Expo 2023 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Suncom-Power-Technology-Co-Ltd/1X08HPS5,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JKJV,,,ROHS-LED DOWN LIGHT Issued By - Type - Valid Date (N/A) - (N/A) CE-LED DOWN LIGHT Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,www.gdsuncom.com,,,,,,,,,,,
"Huizhou Suyang Technology Co., Ltd",Chinese Mainland,,Manufacturer,Lighting Accessories & Lamp Parts,Plastic Vent Plug/Air vent valves of metal/Improve the reliability and durability of the equipment,OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Suyang-Technology-Co-Ltd/1S00OX4FN,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J91O,,,,,,,,,,,,,,,,,,
ITHROM LIGHTING LTD,Chinese Mainland,,Manufacturer,"Sensor Light,Indoor Lighting",connie@ithrom.com,"ODM, Others, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ITHROM-IMP-EXP-Co-Ltd/1S00OPHVY,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JYLB,,,,,,,,,,,,,,,,,,
"Jiangmen HEREKR Photoelectric Technology Co., Ltd.",Chinese Mainland,"HEREKR is a low profile professional LED Strip Light manufacturer owning over 50 patents in Non-wire LED Strip, FPCB, LED Driver, strip accessories and it has been one of the tech pioneers in the LED Strip industry. HEREKR is headquartered in Jiangmen, Guangdong as a 95% automated LED Strip factory with the complete processes in house, from Auto FPCB Production Lines, Auto High Speed SMT lines, Auto FPCB Dividing Lines, Auto PVC Extrusion Lines to GEL Coating Lines and etc. In this 8,000 square meters HEREKR factory, 100,000 meters LED STRIP can be produced per day with yet only 15 employees. HEREKR has made a breakthrough in LED strip technology and it is still pursuing.",Manufacturer,"Residential Lighting, Smart Living","LED Strip Light, Tape Light, Flex Strip, COB Strip, RGB Strip, Wall Washer Strip","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGMEN-HEREKR-PHOTOELECTRIC-TECHNOLOGY-CO-LTD/1X0ABMQG,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KB4D,"JPPAI,HEREKR",,,,,,herekrlighting.com,,,,,,,,,,,
"Jiangmen MagicPower Electrical Appliances Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Architectural Lighting,LED Bulb,Indoor Lighting,Retail Lighting","Located in Coastal City Jiangmen, Magicpower is one of the leading manufacturers of ceiling fans in Guangdong Province. An R&D team full of innovation and creativity led by our senior engineer in chief from Taiwan energizes us to help our customers",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGMEN-MAGICPOWER-ELECTRICAL-APPLIANCES-CO-LTD-/1S00OFT21,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3FO,MagicPower,,ETL Issued By Intertek Type OTHERS Valid Date 03 Mar 2022 - (N/A) DoE Issued By UL Type OTHERS Valid Date 20 Mar 2020 - (N/A) Show More,,,,,,,,,,,,,,,
"Jiangmen Synno Lighting Co., Ltd.",Chinese Mainland,"Jiangmen Synno Lighting Co., Ltd is a high and new-tech enterprise. Our company specialized in LED green light source. And we are engaged in medium and high-end LED decorative lighting with a whole set of design and manufacture of lamps and lanterns, development of control system and engineering supporting service. Our company is devoted to provide customers with LED application products, which is energy-saving with high efficiency, stable of quality and innovation.","Exporter, Import Agent, Wholesaler, Importer, Buying Office, Distributor, Buying Cooperative, Export Agent","Smart Architectural Lighting, Residential Lighting","LED Track Light, LED Downlight, LED Garden Light","OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong Houseware Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Synno-Lighting-Co-Ltd/1X0AFZGN,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JYKE,synno,,,,,,www.synnoled.com,,,,,,,,,,,
Jiangmen Zhenghang Lighting Company Limited,Chinese Mainland,,Manufacturer,Residential Lighting,"Main products include LED large panel lights, small panel lights, downlights, spotlights, and wall lights.","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Zhenghang-Lighting-Co-Ltd/1X0769WD,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JIDF,,,,,,,www.zhenghanglighting.com,,,,,,,,,,,
"Jiangsu Dalen Electronic Co., Ltd.",Chinese Mainland,"DALEN specialized in development ,manufacture and sales of smart home lighting products since year 2011,was partner of HUAWEI, PANASONIC ,LEDVANCE,EVERLIGHT, DOSHISHA, etc. DALEN products have international certificates such as PSE,CE,FCC, etc","Manufacturer, Retailer","Home Automation System,Lighting Design Software,Energy Efficiency Equipment, Product and Solution","smart lamp combined with projector and audio speaker, creative 3 in 1 home projection ,ranking No.1 in domestic market",ODM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2016 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2015 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2014 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2014 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2013 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Dalen-Electronic-Co-Ltd-/1X07KEFF,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J8X1,"DALEN,DALEN ALADDIN",,CE & PSE Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,
"Karma lighting Co., Ltd. of Zhong Shan City",Chinese Mainland,,Manufacturer,"Decorative Lamp,Lighting Accessories & Lamp Parts,Indoor Lighting,Retail Lighting,Lighting Design Software",Professional manufacturer for decorative lights,"ODM, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC International Sourcing Show 2021 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Karma-Lighting-Company/1S00NWRGX,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JIH3,,,CE CERTIFICATION Issued By TUV Type - Valid Date (N/A) - (N/A) EMC Issued By TUV Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,
"Kinghand Lighting Co.,Ltd",Chinese Mainland,,Manufacturer,"Decorative Lamp,Lighting Accessories & Lamp Parts,Building Exterior Lighting System","The professional manufacturer, specialized in produce solid brass & copper path lights, underwater lights, directional lights, in-ground lights.","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kinghand-Lighting-Co-Ltd/1S00P51CZ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JS08,,,,,,,,,,,,,,,,,,
"Liter Technology (Xiamen) Co., Ltd.",Chinese Mainland,Liter Technology (Xiamen) Co. Ltd is a lighting products manufacturer specialized in developing and producing LED light fixtures and related products.,"Buying Cooperative, Buying Office","Indoor Lighting,Home Automation System",Liter Technology (Xiamen) Co. Ltd is a lighting products manufacturer specialized in developing and producing LED light fixtures and related products.,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2022 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Liter-Technology-Xiamen-Co-Ltd/1S00O4ESA,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005L01X,,,,,,,,,,,,,,,,,,
Lumartec Ltd.,Chinese Mainland,,"Manufacturer, Exporter",LED Bulb,LED retrofit lamps,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lumartec-Ltd-/1X0A6UNV,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUQ0,,,,,,,,,,,,,,,,,,
Nanhai Excelum Lighting & Electronics Factory,Chinese Mainland,,Manufacturer,Indoor Lighting,"track light, down light, GU 10 Spot light, office lighting, magnetic light","Others, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nanhai-Excelum-Lighting-Electronics-Factory/1X05Y0AQ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LL43,,,,,,,,,,,,,,,,,,
Newsen Electronics Limited,Chinese Mainland,,Manufacturer,,Smart outdoors,"OBM, Others, OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2015,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NEWSEN-Electronics-Ltd-/1X07X21T,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KY02,,,,,,,,,,,,,,,,,,
"Ningbo Hengboyi Lamp Co., Ltd.",Chinese Mainland,,"Import Agent, Wholesaler, Buying Cooperative, Exporter, Buying Office, Chain Store, Government, Service Company, Distributor, Export Agent, Importer, Department Store","Decorative Lamp,Sensor Light,Lighting Accessories & Lamp Parts,Architectural Lighting,LED Bulb,Street Light,Indoor Lighting,Entertainment Lighting,Industrial Lighting,Solar Lights,Electrical Wire & Cable","The different kinds of lights,such as LED string lights, retro string lights, lawn lights, solar lights, etc.","OEM, ODM, Others",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Hengboyi-Lamp-Co-Ltd-/1S00OZBLY,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JS4W,,,,,,,,,,,,,,,,,,
"Ningbo Warstar Optoelectronic Co., Ltd.",Chinese Mainland,,"Import Agent, Exporter, Government, Trade/Industrial Organisation, Charity / Welfare Organisation, Chain Store, Consulate and Trade Commission, Buying Office, Distributor, Service Company, Statutory Body, Professional Association, Wholesaler, Department Store, Shopping Mall, Buying Cooperative, Importer, Export Agent","Sensor Light,Emergency & Professional Lighting,Wireless Lighting Management System","We are a factory and trading enterprise that specializes in collecting flashlights, voice controlled lights, and LED lights","OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Warstar-Optoelectronic-Co-Ltd-/1S00OZ9FI,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JPYH,,,,,,,,,,,,,,,,,,
RTR LED Limited,Chinese Mainland,,Manufacturer,"Sensor Light,Architectural Lighting,LED Bulb,Lighting Design & Engineering","LED STRIP ,SALT LIGHT","OBM, OEM, Others",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/RTR-LED-Limited/1S00O9R09,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JG2E,,,ETL Issued By Intertek Type OTHERS Valid Date 11 Dec 2023 - 12 Dec 2024,,,,,,,,,,,,,,,
